image_id,ld_depth_px,ld_depth_mm,ld_width_mm,ld_depth_px,ld_depth_mm,ld_width_mm
1701,1018.4601121300727,1516.5816826007097,264.1968962724581,7.2747150866433765,10.832726304290784,1.887120687660415
1704,1085.9327787667153,1358.8119811070258,411.8701251608327,7.756662705476538,9.705799865050183,2.9419294654345194
2401,1233.5854246869164,1581.5941325131428,227.48406537601704,8.811324462049404,11.297100946522448,1.6248861812572646
724,1012.780825252927,1367.7923819059677,175.48219282878816,7.234148751806622,9.769945585042626,1.253444234491344
