image_id,muscle_width_px,muscle_depth_px,fat_depth_px,muscle_width_mm,muscle_depth_mm,fat_depth_mm
1704_LdLeanColor,1329.830816307097,948.0000000000002,342.527371169079,94.98791545050692,67.71428571428572,24.466240797791357
724_LDLeanColour,1328.952971327428,968.0000000000002,186.96791168540125,94.92521223767342,69.14285714285715,13.354850834671517
1701_LdLeanColor,1482.3673633752194,972.0000000000001,243.20567427590993,105.88338309822996,69.42857142857143,17.371833876850708
2401_LdLeanColor,1549.5580014959105,957.0000000000001,232.13142829009604,110.68271439256503,68.35714285714286,16.58081630643543
