Image ID,Muscle Width (px),Muscle Depth (px),Fat Depth (px),Muscle Width (mm),Muscle Depth (mm),Fat Depth (mm),Conversion Factor (mm/px),Area (px^2),Area (mm^2),Outlier?
103_LdLeanColor,1292,896,372,93.88654477262071,65.11017346460383,27.0323488045007,0.07266760431317393,847716,4476.432762766861,
